,Glycosylation,Cross-link,Modified residue,Signal,Disulfide bond
Q9H1C7,0,0,0,0,0
Q9H1H1,0,0,0,0,0
Q9H1K6,0,0,1,0,0
Q9H1M0,0,0,0,0,0
Q9H1M3,0,0,0,1,3
Q9H1Q7,0,0,0,0,0
Q9H1Z4,0,0,6,0,0
Q9H2C5,1,0,0,0,0
Q9H2C8,1,0,0,0,1
Q9H2I8,0,0,0,0,0
Q9H2Z4,0,0,0,0,0
Q9H321,0,0,0,0,0
Q9H322,0,0,0,0,0
Q9H343,0,0,0,0,1
Q9H344,1,0,0,0,1
Q9H346,1,0,0,0,1
Q9H3H9,0,0,0,0,0
Q9H3V2,0,0,0,0,0
Q9H3W5,9,0,0,1,1
Q9H3Y0,1,0,0,1,0
Q9H3Z7,0,0,0,0,0
Q9H425,0,0,5,0,0
Q9H4I0,0,0,0,0,0
Q9H4K1,0,0,0,0,0
Q9H568,0,0,0,0,0
Q9H5J0,0,3,2,0,0
Q9H628,0,0,0,0,0
Q9H6A0,0,0,0,0,0
Q9H6B1,0,0,0,0,0
Q9H6Y2,0,0,4,0,0
Q9H6Y5,0,0,1,0,0
Q9H720,1,0,0,0,0
Q9H765,0,0,0,0,0
Q9H7J1,0,0,3,0,0
Q9H7L2,1,0,0,1,2
Q9H7R5,0,0,0,0,0
Q9H7X2,0,0,0,0,0
Q9H7Y0,1,0,0,1,0
Q9H819,0,0,0,0,0
Q9H841,3,0,0,0,0
Q9H853,0,0,0,0,0
Q9H857,0,0,0,0,0
Q9H8G1,0,0,1,0,0
Q9H8G2,0,1,5,0,0
Q9H8M1,0,0,0,0,0
Q9H8U3,0,0,0,0,0
Q9H930,0,2,1,0,0
Q9H939,0,0,2,0,0
Q9H963,0,0,0,0,0
Q9H972,0,2,3,1,0
Q9H9L3,0,0,0,0,0
Q9H9S3,0,0,0,0,0
Q9H9S4,0,0,0,0,0
Q9H9Y4,0,0,1,0,0
Q9HA72,0,0,0,0,0
Q9HA90,0,0,0,0,0
Q9HAE3,0,0,0,0,0
Q9HAH1,0,0,0,0,0
Q9HB14,2,0,0,0,0
Q9HB15,1,0,0,0,0
Q9HB31,0,0,0,0,0
Q9HBJ0,0,0,0,1,0
Q9HBL7,0,0,0,0,0
Q9HBT7,0,0,0,0,0
Q9HC44,0,0,6,0,0
Q9HC57,0,0,0,1,4
Q9HCE3,0,5,10,0,0
Q9HCJ3,0,0,1,0,0
Q9HCJ5,0,0,0,0,0
Q9HCJ6,0,0,4,0,0
Q9HCK1,0,0,1,0,0
Q9HCL3,0,0,0,0,0
Q9HCM7,0,1,6,0,0
Q9HCS5,0,0,4,0,0
Q9HCZ1,0,0,0,0,0
Q9HD45,2,0,0,1,0
Q9HDB8,0,0,0,0,0
Q9NNX9,0,0,0,0,0
Q9NNZ3,0,0,0,0,0
Q9NNZ6,0,0,1,0,0
Q9NPD7,0,0,0,1,0
Q9NPI7,0,0,0,0,0
Q9NQ35,0,0,0,0,0
Q9NQ89,0,0,0,0,0
Q9NQF3,0,0,0,0,0
Q9NQX6,0,2,0,0,0
Q9NRC9,0,0,0,1,2
Q9NRD0,0,0,0,0,0
Q9NRP2,0,0,0,0,2
Q9NS67,1,0,0,0,1
Q9NS85,0,0,0,0,0
Q9NSJ1,0,0,0,0,0
Q9NSY2,0,0,0,0,0
Q9NU23,0,0,0,0,0
Q9NUG4,0,0,0,0,0
Q9NV39,0,0,0,0,0
Q9NVA4,0,0,1,0,0
Q9NVE4,0,0,0,0,0
Q9NVM1,0,0,3,0,0
Q9NVR0,0,0,1,1,0
Q9NW07,0,0,0,0,0
Q9NW61,0,0,0,0,0
Q9NW82,0,3,4,0,0
Q9NWL6,0,0,0,0,0
Q9NWM3,0,0,0,0,0
Q9NX05,0,1,2,0,0
Q9NX77,0,0,0,0,0
Q9NXD2,0,0,2,0,0
Q9NXH8,0,0,4,0,0
Q9NXJ0,0,0,0,0,0
Q9NXN4,0,0,1,0,0
Q9NXP7,0,0,1,0,0
Q9NXT0,0,0,0,0,0
Q9NXU5,0,0,0,0,0
Q9NXZ1,0,1,3,0,0
Q9NY87,0,0,0,0,0
Q9NYF3,0,0,8,0,0
Q9NYJ1,0,0,0,0,2
Q9NYS7,0,0,0,0,0
Q9NYT0,0,0,2,0,0
Q9NYT6,0,0,0,0,0
Q9NYW1,1,0,0,0,0
Q9NZF1,0,0,0,0,0
Q9NZH4,0,0,0,0,0
Q9NZP0,1,0,0,0,1
Q9NZP2,2,0,0,0,1
Q9NZP5,1,0,0,0,1
Q9P016,0,0,0,0,0
Q9P1A2,0,0,0,0,0
Q9P1P4,1,0,0,0,1
Q9P1Q5,2,0,0,0,1
Q9P1Z9,0,0,0,0,0
Q9P215,0,2,0,0,0
Q9P227,0,1,11,0,0
Q9P255,0,0,0,0,0
Q9P281,0,0,2,0,0
Q9P2B7,0,0,7,0,0
Q9P2D6,0,0,0,0,0
Q9P2F5,0,0,0,0,0
Q9P2S6,0,0,0,0,0
Q9UBI9,0,0,2,0,0
Q9UBK7,0,0,0,0,0
Q9UC06,0,0,0,0,0
Q9UD57,0,0,0,0,0
Q9UDX4,0,0,0,0,0
Q9UF47,0,0,1,0,0
Q9UFN0,0,0,2,0,0
Q9UG63,0,0,3,0,0
Q9UGF5,1,0,0,0,1
Q9UGF6,1,0,0,0,1
Q9UGF7,1,0,0,0,1
Q9UGV2,0,0,13,0,0
Q9UH36,0,0,0,0,0
Q9UH90,0,0,0,0,0
Q9UI15,0,0,1,0,0
Q9UIG5,0,0,0,0,0
Q9UJ72,0,0,0,0,0
Q9UJC5,0,0,0,0,0
Q9UJH8,0,0,0,1,5
Q9UJJ7,0,0,1,0,0
Q9UJN7,0,0,0,0,0
Q9UJT0,0,0,0,0,0
Q9UK10,0,1,0,0,0
Q9UK12,0,0,0,0,0
Q9UK28,1,0,0,1,0
Q9UKI3,0,0,0,1,1
Q9UKQ9,3,0,0,1,6
Q9UKR8,0,0,0,0,0
Q9UKY7,0,0,9,0,0
Q9UL59,0,0,0,0,0
Q9ULD9,0,12,9,0,0
Q9ULL0,0,0,0,0,0
Q9ULL1,0,0,1,0,0
Q9ULM0,0,0,1,0,0
Q9UMS5,6,0,5,0,0
Q9UND3,0,0,0,0,0
Q9UNX3,0,2,0,0,0
Q9UPR6,0,0,0,0,0
Q9UQ74,6,0,0,1,3
Q9XRX5,0,0,0,0,0
Q9Y236,0,0,0,0,0
Q9Y291,0,0,1,0,0
Q9Y2B9,0,0,0,0,0
Q9Y2E4,0,0,1,0,0
Q9Y2G7,0,2,1,0,0
Q9Y2H5,0,0,22,0,0
Q9Y2S6,0,0,1,0,0
Q9Y312,0,0,1,0,0
Q9Y343,0,0,3,0,0
Q9Y3B1,0,0,2,0,0
Q9Y3B9,0,5,11,0,0
Q9Y3D5,0,0,0,0,0
Q9Y3N9,1,0,0,0,1
Q9Y3P4,0,0,0,0,0
Q9Y3T6,0,0,1,0,0
Q9Y426,0,0,5,0,0
Q9Y485,0,0,11,0,0
Q9Y4A0,0,0,0,0,0
Q9Y4A9,1,0,0,0,1
Q9Y4E6,0,0,2,0,0
Q9Y519,0,0,3,0,0
Q9Y534,0,0,1,0,0
Q9Y536,0,0,0,0,0
Q9Y581,0,0,0,1,3
Q9Y5P0,1,0,0,0,1
Q9Y5P2,0,0,0,0,0
Q9Y614,0,0,1,0,0
Q9Y651,0,0,0,0,0
Q9Y693,0,0,0,1,0
Q9Y6F7,0,0,0,0,0
Q9Y6R6,0,0,0,0,0
Q9Y6U7,1,0,0,0,0
Q9Y6X4,0,0,7,0,0
Q9Y6Z4,0,0,0,0,0
A0A075B6S0,0,0,0,0,0
A0A075B6Y3,0,0,0,0,0
A0A075B6Y9,0,0,0,0,0
A0A075B700,0,0,0,0,0
A0A075B706,0,0,0,0,0
A0A075B734,0,0,0,0,0
A0A075B759,0,0,0,0,0
A0A087WTH1,0,0,0,0,0
A0A087WUL8,0,0,0,0,0
A0A087WUV0,0,0,0,0,0
A0A087WWA1,0,0,0,0,0
A0A087WXS9,0,0,0,0,0
A0A087X1G2,0,0,0,0,0
A0A096LNP1,0,0,0,1,3
A0A096LNW5,0,0,0,1,17
A0A096LP49,0,0,0,0,0
A0A096LPK9,0,0,0,0,1
A0A0A0MT70,0,0,0,0,0
A0A0A0MT76,0,0,0,0,0
A0A0A0MT78,0,0,0,0,0
A0A0A0MT87,0,0,0,0,0
A0A0A0MT89,0,0,0,0,0
A0A0A0MT94,0,0,0,0,0
A0A0A0MTA4,0,0,0,0,0
A0A0A0MTA7,0,0,0,0,0
A0A0B4J200,0,0,0,0,0
A0A0B4J2A2,0,0,0,0,0
A0A0C4DH62,0,0,0,0,0
A0A0D9SF12,0,0,0,0,0
A0A0G2JMD5,0,0,0,0,0
A0A0J9YWL9,0,0,0,0,0
A0A0J9YWP8,0,0,0,0,0
A0A0J9YWX3,0,0,0,0,0
A0A0J9YX06,0,0,0,0,0
A0A0J9YX57,0,0,0,0,0
A0A0J9YXA8,0,0,0,0,0
A0A0J9YXG5,0,0,0,0,0
A0A0J9YXM7,0,0,0,0,0
A0A0J9YY54,0,0,0,0,0
A0A0U1RQE8,0,0,0,0,0
A0A0U1RQI7,0,0,0,0,0
A0A0U1RR11,0,0,0,0,0
A0A0U1RRA0,0,0,0,0,0
A0A0U1RRI6,0,0,0,0,0
A0A0U1RRL7,0,0,0,0,0
A0A0X1KG70,0,0,0,0,1
A0A183,0,0,0,0,0
A0A1B0GTD5,0,0,0,0,0
A0A1B0GTH6,0,0,0,0,0
A0A1B0GTH9,0,0,0,0,0
A0A1B0GTI8,0,0,0,0,0
A0A1B0GTL2,1,0,0,1,0
A0A1B0GTR0,1,0,0,1,0
A0A1B0GTS1,0,0,0,0,0
A0A1B0GTU1,0,0,0,0,0
A0A1B0GTY4,0,0,0,1,0
A0A1B0GTZ2,0,0,0,0,0
A0A1B0GUA7,0,0,0,1,0
A0A1B0GUI7,0,0,0,0,0
A0A1B0GUV7,0,0,0,0,0
A0A1B0GUW6,0,0,0,0,0
A0A1B0GUW7,0,0,0,0,0
A0A1B0GUX0,0,0,0,0,0
A0A1B0GUY1,1,0,0,1,0
A0A1B0GV03,0,0,0,0,0
A0A1B0GV85,0,0,0,1,0
A0A1B0GVH4,2,0,0,1,2
A0A1B0GVK7,0,0,0,0,0
A0A1B0GVM6,0,0,0,0,0
A0A1B0GVN3,0,0,0,1,0
A0A1B0GVS7,0,0,0,0,0
A0A1B0GVV1,0,0,0,0,0
A0A1B0GVX0,0,0,0,0,0
A0A1B0GVY4,1,0,0,0,0
A0A1B0GVZ6,0,0,0,0,0
A0A1B0GW64,1,0,0,0,0
A0A1B0GWB2,0,0,0,0,0
A0A1B0GWG4,1,0,0,0,0
A0A1B0GWH4,0,0,0,0,0
A0A1B0GWH6,0,0,0,0,0
A0A1B0GWK0,0,0,0,0,0
A0A1W2PP81,0,0,0,0,0
A0A1W2PPE2,0,0,0,0,0
A0A1W2PPF3,0,0,0,0,0
A0A1W2PPG7,0,0,0,0,0
A0A1W2PPH5,0,0,0,0,0
A0A1W2PPK0,0,0,0,0,0
A0A1W2PPL8,0,0,0,0,0
A0A1W2PPW3,0,0,0,0,0
A0A1W2PQ09,0,0,0,0,0
A0A1W2PQ27,0,0,0,0,0
A0A1W2PQ64,0,0,0,0,0
A0A1W2PQ73,0,0,0,0,0
A0A1W2PQC6,0,0,0,0,0
A0A1W2PQJ5,0,0,0,0,0
A0A1W2PQL4,0,0,0,0,0
A0A1W2PQU2,0,0,0,1,0
A0A1W2PR48,0,0,0,0,0
A0A1W2PR64,0,0,0,0,0
A0A1W2PR75,0,0,0,0,0
A0A1W2PR95,0,0,0,0,0
A0A1W2PRP0,0,0,0,0,0
A0A1W2PRV1,0,0,0,0,0
A0A1W2PS18,0,0,0,0,0
A0A286YEV6,0,0,0,0,0
A0A286YEX9,0,0,0,0,0
A0A286YEY9,0,0,0,0,0
A0A286YF01,0,0,0,0,0
A0A286YF18,0,0,0,0,0
A0A286YF46,0,0,0,0,0
A0A286YF58,0,0,0,0,0
A0A286YF60,0,0,0,0,0
A0A286YF77,0,0,0,0,0
A0A286YFB4,0,0,0,0,0
A0A286YFG1,0,0,0,0,0
A0A2R8Y4L2,0,0,0,0,0
A0A2R8Y4Y8,0,0,0,1,0
A0A2R8Y7D0,0,0,0,0,0
A0A2R8Y7Y5,0,0,0,1,0
A0A2R8YFL7,1,0,0,1,0
A0A2R8YFM6,6,0,0,1,0
A0A3B3IRV3,0,0,0,0,0
A0A3B3IU46,0,0,0,0,0
A0A3B3IU63,0,0,0,0,0
A0A494BZU4,0,0,0,1,0
A0A494C071,0,0,0,0,0
A0A494C086,0,0,0,0,0
A0A494C0Z2,0,0,0,0,0
A0A494C103,0,0,0,1,2
A0A494C191,0,0,0,0,0
A0A5F9ZHS7,0,0,0,0,0
A0A6I8PU40,0,0,0,1,0
A0PG75,0,0,0,0,0
A0PJX2,0,0,0,0,0
A0PJX8,0,0,0,0,0
A0PJZ0,0,0,0,0,0
A1A4G5,0,0,0,0,0
A1IGU5,0,0,0,0,0
A1L157,1,0,0,0,0
A1L162,0,0,0,0,0
A1L170,0,0,4,0,0
A1L429,0,0,0,0,0
A1L443,0,0,0,0,0
A2A2Z9,0,0,0,0,0
A2A368,0,0,0,0,0
A2A3L6,0,0,0,0,0
A2RU37,0,0,0,0,0
A2RU67,0,0,5,0,0
A2RUQ5,0,0,0,0,0
A2RUT3,0,0,0,1,0
A3QJZ6,0,0,0,0,0
A3QJZ7,0,0,0,0,0
A4D1F6,0,0,0,0,0
A4D1Z8,0,0,1,0,0
A4D263,0,0,0,0,0
A4FU28,0,0,0,0,0
A4IF30,0,0,0,0,0
A4QPB2,0,0,0,0,0
A5PLL1,0,0,3,0,0
A5YM69,0,0,1,0,0
A6NC05,0,0,0,0,1
A6NC57,0,0,0,0,0
A6NC97,0,0,0,0,0
A6NCF5,0,0,0,0,0
A6NCF6,0,0,0,0,0
A6NCI5,0,0,0,0,0
A6NCI8,0,0,0,0,0
A6NCJ1,0,0,0,0,0
A6NCL2,1,0,0,1,0
A6NCL7,0,0,1,0,0
A6NCM1,0,0,0,0,0
A6NCN8,0,0,0,0,0
A6NCQ9,0,0,0,0,0
A6ND91,0,0,2,0,0
A6NDE8,0,0,0,0,0
A6NDK9,0,0,0,0,0
A6NDL7,0,0,0,0,0
A6NDX4,1,0,0,0,0
A6NDY2,0,0,0,0,0
A6NDZ8,0,0,0,0,0
A6NE01,0,0,0,0,0
A6NE02,3,0,0,1,0
A6NE82,0,0,0,0,0
A6NEE1,0,0,1,0,0
A6NEF3,0,0,0,0,0
A6NEH6,0,0,0,0,0
A6NEH8,0,0,0,0,0
A6NEK1,0,0,0,0,0
A6NEL3,0,0,0,0,0
A6NEN9,0,0,0,0,0
A6NEQ2,0,0,0,0,0
A6NER3,0,0,0,0,0
A6NEV1,0,0,0,0,0
A6NEY8,0,0,0,0,0
A6NF01,0,0,0,0,0
A6NFA0,0,0,1,0,0
A6NFE2,0,0,0,0,0
A6NFF2,0,0,0,0,0
A6NFH5,0,0,0,0,0
A6NFN9,0,0,0,0,0
A6NFU0,1,0,0,1,1
A6NFU8,0,0,0,0,0
A6NFY4,0,0,0,1,0
A6NFZ4,0,0,0,1,0
A6NGA9,0,0,0,0,0
A6NGB0,0,0,0,0,0
A6NGB7,0,0,0,0,0
A6NGE4,0,0,0,0,0
A6NGG3,0,0,0,0,0
A6NGH7,0,0,0,0,0
A6NGH8,0,0,0,0,0
A6NGK3,0,0,0,0,0
A6NGN4,0,0,0,0,0
A6NGN9,5,0,0,1,3
A6NGR9,0,0,0,0,0
A6NGS2,0,0,0,0,0
A6NGU7,0,0,0,0,0
A6NGW2,4,0,0,1,0
A6NGY1,0,0,0,0,0
A6NGZ8,0,0,0,1,0
A6NH11,1,0,0,0,0
A6NH13,0,0,0,0,0
A6NHG4,0,0,0,0,0
A6NHN6,1,0,0,1,0
A6NHP3,0,0,0,0,0
A6NHY2,0,0,0,0,0
A6NHZ5,0,0,0,0,0
A6NI47,0,0,0,0,0
A6NI56,0,0,0,0,0
A6NI86,0,0,0,0,0
A6NI87,0,0,0,0,0
A6NIE6,0,0,0,0,0
A6NIJ5,0,0,0,0,0
A6NIK2,0,0,0,0,0
A6NIN4,0,0,0,0,0
A6NIV6,0,0,0,0,0
A6NIY4,0,0,0,0,0
A6NJ08,0,0,0,0,0
A6NJ64,0,0,0,0,0
A6NJ69,0,0,0,1,0
A6NJ88,0,0,0,0,0
A6NJG2,0,0,0,0,0
A6NJJ6,0,0,0,0,0
A6NJQ4,0,0,0,0,0
A6NJU9,0,0,0,0,0
A6NJY1,0,0,0,0,0
A6NK44,0,0,0,0,0
A6NKC0,0,0,0,0,0
A6NKC9,0,0,0,0,0
A6NKF7,0,0,0,0,0
A6NKH3,0,0,0,0,0
A6NKL6,0,0,0,0,0
A6NKN8,0,0,1,0,0
A6NKP2,0,0,0,0,0
A6NKU9,0,0,0,0,0
A6NKW6,0,0,0,0,0
A6NKX4,0,0,0,0,0
A6NL05,0,0,0,0,0
A6NLC5,0,0,0,0,0
A6NLC8,0,0,0,0,0
A6NLE4,0,0,0,0,0
A6NLU5,0,0,0,1,1
A6NLX4,0,0,0,1,0
A6NM36,0,0,0,0,0
A6NM62,0,0,0,0,0
A6NMA1,0,0,0,0,0
A6NMB9,0,0,0,0,0
A6NMD0,0,0,0,0,0
A6NMD2,0,0,0,0,0
A6NMK7,0,0,0,0,0
A6NMK8,0,0,0,0,0
A6NMZ2,0,0,0,0,0
A6NN90,0,0,1,0,0
A6NNA2,0,0,0,0,0
A6NNC1,0,0,0,0,0
A6NNJ1,0,0,0,0,0
A6NNL0,0,0,0,0,0
A6NNL5,0,0,0,1,0
A6NNT2,0,0,0,0,0
A6NNV3,0,0,0,0,0
A6PVI3,0,0,0,0,0
A6PVY3,0,0,0,0,0
A7E2S9,0,0,0,0,0
A8K010,0,0,0,0,0
A8MQ11,0,0,0,0,0
A8MQ14,0,0,0,0,0
A8MQB3,0,0,0,0,0
A8MRT5,0,0,0,0,0
A8MSI8,0,0,0,0,0
A8MT19,0,0,0,0,0
A8MT33,0,0,0,0,0
A8MT65,0,0,0,0,0
A8MTB9,5,0,0,1,1
A8MTL3,0,0,0,0,0
A8MTT3,0,0,0,0,0
A8MTY0,0,0,0,0,0
A8MUL3,0,0,0,0,0
A8MUP6,2,0,0,0,0
A8MUU1,0,0,0,0,0
A8MUX0,0,0,0,0,0
A8MUZ8,0,0,0,0,0
A8MV57,0,0,0,0,0
A8MVJ9,0,0,3,0,0
A8MVX0,0,0,1,0,0
A8MWA6,0,0,0,0,0
A8MWL6,0,0,2,0,0
A8MWL7,0,0,0,0,0
A8MWV9,0,0,0,0,0
A8MX19,0,0,0,0,0
A8MX34,0,0,0,0,0
A8MXJ8,0,0,0,0,0
A8MXQ7,0,0,0,0,0
A8MXT2,0,0,0,0,0
A8MXV6,0,0,0,0,0
A8MXZ1,0,0,0,0,0
A8MYA2,0,0,0,0,0
A8MYB1,0,0,0,0,0
A8MYZ0,0,0,0,0,0
A8MZ36,0,0,0,0,0
A8MZ97,0,0,0,0,0
A8MZA4,0,0,0,0,0
A8MZH6,0,0,0,1,0
B0FP48,3,0,0,1,0
B1AH88,0,0,0,0,0
B1AK76,0,0,0,0,0
B1AL46,0,0,0,0,0
B1ANH7,0,0,0,0,0
B1ANS9,0,0,0,0,0
B1ANY3,0,0,0,0,0
B1ATL7,0,0,0,0,0
B2RBV5,0,0,0,0,0
B2RD01,0,0,0,0,0
B2RV13,0,0,0,0,0
B2RXF0,0,0,0,0,0
B3GLJ2,0,0,0,1,4
B3KS81,0,0,0,0,0
B4DH59,0,0,0,0,0
B4DX44,0,0,0,0,0
B4DXR9,0,0,0,0,0
B4DZS4,0,0,0,0,0
B4E2M5,0,0,0,0,0
B5MCN3,0,0,0,0,0
B5MD39,0,0,0,0,0
B6SEH8,1,0,0,1,0
B6SEH9,1,0,0,1,0
B7Z1M9,0,0,0,0,0
B7Z368,0,0,0,0,0
B7Z6K7,0,2,0,0,0
B7ZBB8,0,0,1,0,0
B7ZW38,0,0,0,0,0
B9A6J9,0,0,0,0,0
C0HLS1,0,0,0,0,0
C0HMA1,0,0,0,0,0
C9J202,0,0,0,0,0
C9J3V5,0,0,0,0,0
C9J7I0,0,0,0,0,0
C9JBD0,0,0,0,0,0
C9JG80,0,0,0,0,0
C9JI98,0,0,1,0,0
C9JJ37,0,0,0,0,0
C9JL84,3,0,0,1,0
C9JN71,0,0,0,0,0
C9JQI7,0,0,0,0,0
C9JTQ0,0,0,2,0,0
C9JVW0,0,0,0,0,0
D3DTV9,0,0,0,0,0
D6RBM5,0,0,0,0,0
D6REC4,0,0,0,0,0
D6RF30,0,0,0,0,0
D6RGX4,0,0,0,0,0
E5RG02,0,0,0,0,1
E5RHQ5,0,0,0,0,0
E5RIL1,5,0,0,1,0
E5RJ46,0,0,0,0,0
E5RJM6,0,0,0,0,0
E5RQL4,0,0,0,1,0
E7ERA6,0,0,0,0,0
E7EW31,0,0,0,0,0
E9PGG2,0,0,0,0,0
E9PI22,0,0,0,0,0
E9PIF3,0,0,0,0,0
E9PJ23,0,0,0,0,0
E9PJI5,0,0,0,0,0
E9PKD4,0,0,0,0,0
E9PQR5,0,0,0,0,0
E9PRG8,0,0,0,0,0
F2Z333,2,0,0,1,0
F5GYI3,0,0,0,0,0
F5H284,0,0,0,0,0
F5H4A9,1,0,0,1,0
F5H4B4,0,0,3,0,0
F8W0I5,0,0,0,0,0
F8W1W9,0,0,0,0,0
F8WBI6,0,0,0,0,0
F8WCM5,0,0,0,0,0
F8WFD2,0,0,0,0,0
G3V211,0,0,0,0,0
H0UI37,0,0,1,0,0
H0Y354,0,0,0,0,0
H0YKK7,0,0,0,0,0
H0YM25,0,0,0,0,0
H3BPF8,0,0,0,0,0
H3BPM6,0,0,0,0,0
H3BQJ8,1,0,0,1,2
H3BQL2,0,0,0,0,0
H3BR10,0,0,0,0,0
H3BS89,2,0,0,1,0
H3BTG2,0,0,0,1,0
H3BU77,0,0,0,0,0
H3BUK9,0,0,0,0,0
H3BV12,0,0,0,0,0
H7BZ55,0,0,0,0,0
H7C241,0,0,0,0,0
H7C350,0,0,0,0,0
I3L0S3,0,0,0,0,0
I6L899,0,0,0,0,0
K7EIQ3,0,0,0,0,0
L0R6Q1,0,0,0,0,0
M0QZC1,0,0,0,0,0
O00193,0,3,8,0,0
O14603,0,0,0,0,0
O14609,0,0,0,0,0
O14683,0,0,1,0,0
O15172,0,0,0,0,0
O15428,0,0,0,0,0
O15480,0,0,0,0,0
O43261,0,0,0,0,0
O43304,0,0,0,0,0
O60397,0,0,0,0,0
O60575,0,0,0,1,3
O60688,0,0,0,0,0
O60809,0,0,0,0,0
O60810,0,0,0,0,0
O60813,0,0,0,0,0
O75071,0,0,1,0,0
O75200,1,0,0,1,0
O75264,0,0,0,1,0
O75391,0,0,4,0,0
O76042,0,0,0,0,0
O95177,0,0,0,0,0
O95397,0,0,0,0,0
O95473,0,0,0,0,0
O95522,0,0,0,0,0
O95561,0,0,0,0,0
O95567,0,0,0,0,0
O95626,0,0,0,0,0
O95873,0,0,4,0,0
O96002,0,0,0,0,0
P02728,1,0,0,0,0
P02729,1,0,0,0,0
P09565,0,0,0,0,0
P0C221,0,0,0,0,0
P0C2L3,0,0,1,0,0
P0C2S0,0,0,0,0,0
P0C2W7,0,0,0,0,0
P0C2Y1,0,0,0,0,0
P0C671,0,1,0,0,0
P0C672,2,0,0,0,0
P0C6C1,0,0,2,0,0
P0C6P0,0,0,0,0,0
P0C7I6,0,0,0,0,0
P0C7L1,1,0,0,1,3
P0C7M6,0,0,0,0,0
P0C7M8,0,0,1,0,2
P0C7N4,0,0,0,0,0
P0C7N8,1,0,0,0,1
P0C7P2,0,0,0,0,0
P0C7Q5,0,0,0,0,0
P0C7T7,0,0,0,0,0
P0C7T8,0,0,0,0,0
P0C7V0,0,0,0,0,0
P0C7V4,0,0,0,0,0
P0C7V6,0,0,0,0,0
P0C7V8,0,0,0,0,0
P0C7V9,0,0,0,0,0
P0C7W0,0,0,0,0,0
P0C7W8,0,0,0,0,0
P0C7W9,0,0,0,0,0
P0C7X0,0,0,0,0,0
P0C7X3,0,0,0,0,0
P0C7X4,0,0,0,0,0
P0C841,0,0,0,0,0
P0C853,0,0,0,0,0
P0C854,1,0,0,1,0
P0C864,0,0,0,0,0
P0C866,0,0,0,0,0
P0C874,0,0,0,0,0
P0C881,0,0,0,0,0
P0CAT3,0,0,0,0,0
P0CB48,0,0,0,0,0
P0CE71,0,0,0,0,0
P0CF75,0,0,0,0,0
P0CG23,0,0,0,0,0
P0CG24,0,0,0,0,0
P0CG32,0,0,0,0,0
P0CG33,0,0,0,0,0
P0CG41,0,0,0,0,0
P0CI00,0,0,0,0,0
P0CI01,0,0,0,0,0
P0CJ68,0,0,0,0,0
P0CJ69,0,0,0,0,0
P0CJ70,0,0,0,0,0
P0CJ71,0,0,0,0,0
P0CJ73,0,0,0,0,0
P0CJ74,0,0,0,0,0
P0CJ75,0,0,0,0,0
P0CJ76,0,0,0,0,0
P0CJ77,0,0,0,0,0
P0CJ85,0,0,0,0,0
P0CJ86,0,0,0,0,0
P0CJ87,0,0,0,0,0
P0CJ88,0,0,0,0,0
P0CJ89,0,0,0,0,0
P0CJ90,0,0,0,0,0
P0CJ92,0,0,0,0,0
P0CL80,0,0,0,0,0
P0CL81,0,0,0,0,0
P0CL83,0,0,0,0,0
P0CL84,0,0,0,0,0
P0CL85,0,0,0,0,0
P0CW19,0,0,0,0,0
P0CW21,0,0,0,0,0
P0CW24,0,0,0,0,0
P0CW27,0,0,0,0,0
P0DI80,0,0,0,0,0
P0DJ93,0,0,4,0,0
P0DJG4,0,0,0,0,0
P0DJH9,0,0,0,0,0
P0DJR0,0,0,0,0,0
P0DKB5,1,0,0,1,4
P0DKX0,0,0,0,0,0
P0DKX4,0,0,0,0,0
P0DL12,0,0,0,0,0
P0DMB1,0,0,0,0,0
P0DMB2,0,0,0,0,0
P0DMP1,0,0,0,0,0
P0DMQ5,0,0,0,0,0
P0DMR1,0,0,0,0,0
P0DMR2,0,0,0,1,0
P0DMR3,0,0,0,0,0
P0DMT0,0,0,0,0,0
P0DMU7,0,0,0,0,0
P0DMU8,0,0,0,0,0
P0DMU9,0,0,0,0,0
P0DMV0,0,0,0,0,0
P0DN25,2,0,0,0,0
P0DN26,0,0,0,0,0
P0DO92,0,0,0,0,0
P0DOY5,0,0,0,0,0
P0DP42,0,0,0,0,0
P0DP75,0,0,0,0,0
P0DPA2,0,0,0,1,2
P0DPA3,0,0,0,0,0
P0DPD5,0,0,0,0,0
P0DPE3,1,0,0,1,0
P0DPF2,0,0,0,0,0
P0DPH9,0,0,0,0,0
P0DPI3,0,0,0,0,0
P0DPI4,0,0,0,0,0
P0DPR3,0,0,0,0,0
P0DQW0,0,0,0,0,0
P0DSN6,2,0,0,0,0
P0DSO1,0,0,0,0,0
P0DSO3,0,0,0,0,0
P0DTA3,0,0,0,0,0
P0DTE0,2,0,0,0,0
P0DTF9,0,0,0,1,0
P0DTL4,0,0,0,1,4
P0DTW1,0,0,0,0,0
P0DUD1,0,0,0,0,0
P0DUD2,0,0,0,0,0
P0DUD3,0,0,0,0,0
P0DUD4,0,0,0,0,0
P0DUQ1,0,0,0,0,0
P0DUX0,0,0,0,0,0
P0DUX1,0,0,0,0,0
P0DV73,0,0,0,0,0
P0DV74,0,0,0,0,0
P0DV75,0,0,0,0,0
P0DV76,0,0,0,0,0
P0DV79,0,0,0,0,0
P0DW11,0,0,0,0,0
P0DW12,0,0,0,0,0
P0DW13,0,0,0,0,0
